x,y
2.615923583507537842e-01,4.561593830585479736e-01
3.696142733097076416e-01,4.666839838027954102e-01
5.649124383926391602e-01,4.427001476287841797e-01
4.476980865001678467e-01,7.945726513862609863e-01
5.729454159736633301e-01,1.931993365287780762e-01
3.674044609069824219e-01,5.047696828842163086e-01
5.860521197319030762e-01,5.053942203521728516e-01
7.758864164352416992e-01,3.519819974899291992e-01
2.406320571899414062e-01,3.422656059265136719e-01
4.239709973335266113e-01,2.760217189788818359e-01
5.455841422080993652e-01,4.017090201377868652e-01
9.699541330337524414e-02,6.963132619857788086e-01
7.685428857803344727e-01,3.946468830108642578e-01
8.535823822021484375e-01,4.174575805664062500e-01
3.547590970993041992e-01,2.300781011581420898e-02
3.154414892196655273e-02,6.633210182189941406e-01
3.291416764259338379e-01,8.935335874557495117e-01
3.597646951675415039e-01,2.142855525016784668e-02
2.914691865444183350e-01,6.272837519645690918e-01
5.543782114982604980e-01,9.221143126487731934e-01
8.307369947433471680e-01,1.415393650531768799e-01
6.300980448722839355e-01,3.028198778629302979e-01
8.819621205329895020e-01,3.441702723503112793e-01
5.189953446388244629e-01,6.038804054260253906e-01
6.301974654197692871e-01,3.848192691802978516e-01
3.475510478019714355e-01,2.650147676467895508e-02
2.501704096794128418e-01,3.010099530220031738e-01
1.343149244785308838e-01,8.526343107223510742e-01
6.899559497833251953e-01,5.892795920372009277e-01
5.248975157737731934e-01,4.897576272487640381e-01
9.212595224380493164e-01,5.672789216041564941e-01
9.014185667037963867e-01,4.578731060028076172e-01
2.775371074676513672e-02,3.094341456890106201e-01
4.263525009155273438e-01,7.205560207366943359e-01
6.536161303520202637e-01,5.947121381759643555e-01
5.104793310165405273e-01,7.561483383178710938e-01
6.049903035163879395e-01,7.529550790786743164e-01
7.770651578903198242e-01,5.592121481895446777e-01
3.482356369495391846e-01,7.472412586212158203e-01
2.887886762619018555e-01,1.243057250976562500e-01
2.455990016460418701e-01,6.674682497978210449e-01
8.135818839073181152e-01,7.621510028839111328e-01
7.349731922149658203e-01,7.061074376106262207e-01
5.440360307693481445e-01,8.901663422584533691e-01
4.683345556259155273e-01,2.984877228736877441e-01
5.027819275856018066e-01,1.774252653121948242e-01
1.487358510494232178e-01,4.752867817878723145e-01
6.531520485877990723e-01,4.770561456680297852e-01
2.696684598922729492e-01,7.963359355926513672e-01
5.313619971275329590e-01,6.478545069694519043e-01
5.053326487541198730e-01,7.088320255279541016e-01
5.155819058418273926e-01,2.596982717514038086e-01
4.372853636741638184e-01,3.830882310867309570e-01
7.370010614395141602e-01,6.938289403915405273e-01
3.537947833538055420e-01,2.344226837158203125e-02
2.284269928932189941e-01,2.987610101699829102e-01
2.947254776954650879e-01,3.936763703823089600e-01
9.580380320549011230e-01,6.922560930252075195e-01
3.764346241950988770e-01,6.852365136146545410e-01
1.134245991706848145e-01,5.576450824737548828e-01
6.111283898353576660e-01,9.089800119400024414e-01
2.707996070384979248e-01,8.018749952316284180e-01
5.111964941024780273e-01,3.885498940944671631e-01
3.599816560745239258e-02,2.890706956386566162e-01
4.750554859638214111e-01,9.923300743103027344e-01
7.364286780357360840e-01,7.271298170089721680e-01
6.104201078414916992e-03,4.180994033813476562e-01
7.428359985351562500e-01,4.087627828121185303e-01
5.879880785942077637e-01,7.083668708801269531e-01
3.678443431854248047e-01,4.794685542583465576e-01
2.785162925720214844e-01,3.936376869678497314e-01
7.816168069839477539e-01,6.402817368507385254e-01
4.534334540367126465e-01,8.554561138153076172e-01
7.388137578964233398e-01,6.871409416198730469e-01
2.397180497646331787e-01,6.332566738128662109e-01
1.458846032619476318e-01,8.635705113410949707e-01
5.031228661537170410e-01,1.788811087608337402e-01
2.506094276905059814e-01,8.614660501480102539e-01
6.848104596138000488e-01,5.873283743858337402e-02
1.507813036441802979e-01,3.512920141220092773e-01
5.512601137161254883e-02,5.868455767631530762e-01
3.288117051124572754e-01,5.054125785827636719e-01
9.243535995483398438e-02,3.398672342300415039e-01
3.012597560882568359e-01,2.065779268741607666e-01
3.016773462295532227e-01,8.537259697914123535e-01
6.714568734169006348e-01,4.648762941360473633e-02
2.014337480068206787e-01,5.336508750915527344e-01
4.712471663951873779e-01,4.545584619045257568e-01
4.526765346527099609e-01,2.542926371097564697e-01
8.149763345718383789e-01,1.980257630348205566e-01
8.309527635574340820e-01,4.784874022006988525e-01
8.096677064895629883e-01,3.976193964481353760e-01
5.255102515220642090e-01,2.137525081634521484e-01
4.447074532508850098e-01,9.998825788497924805e-01
6.379759311676025391e-01,5.663811564445495605e-01
1.526252031326293945e-01,5.265997648239135742e-01
8.971082568168640137e-01,6.479340791702270508e-01
3.782108724117279053e-01,3.338882923126220703e-01
5.432808399200439453e-01,4.493723213672637939e-01
3.469775319099426270e-01,9.075361490249633789e-01
8.346236944198608398e-01,4.610545635223388672e-01
8.616873025894165039e-01,4.028869271278381348e-01
1.739199757575988770e-01,1.159740090370178223e-01
6.631662845611572266e-01,3.097650408744812012e-01
5.917979478836059570e-01,7.722863554954528809e-01
4.446588456630706787e-01,4.233923554420471191e-01
1.831567883491516113e-01,6.140899658203125000e-01
8.366382122039794922e-01,6.278005838394165039e-01
7.443104386329650879e-01,5.153223276138305664e-01
5.005506873130798340e-01,5.339384078979492188e-04
7.831555604934692383e-01,1.159469187259674072e-01
5.982072353363037109e-01,9.798110127449035645e-01
2.909889817237854004e-01,6.358108520507812500e-01
3.095434308052062988e-01,8.681627511978149414e-01
5.191582441329956055e-01,6.034027934074401855e-01
1.009148061275482178e-01,5.442211627960205078e-01
1.908420920372009277e-01,6.310636997222900391e-01
6.255822181701660156e-01,3.678992986679077148e-01
2.869433164596557617e-01,4.242254793643951416e-01
6.312146186828613281e-01,1.034647226333618164e-01
4.531176984310150146e-01,5.294505357742309570e-01
6.509334444999694824e-01,8.086657524108886719e-01
9.899280071258544922e-01,4.341083467006683350e-01
1.726253330707550049e-01,6.872258186340332031e-01
7.542024850845336914e-01,7.640043497085571289e-01
9.999732971191406250e-01,5.305024385452270508e-01
2.741293311119079590e-01,8.108903169631958008e-01
5.487078428268432617e-01,2.712274193763732910e-01
4.843209981918334961e-01,6.268520355224609375e-01
4.137540757656097412e-01,4.773573577404022217e-01
4.809157848358154297e-01,9.884556531906127930e-01
1.515621244907379150e-01,4.517925381660461426e-01
6.848762631416320801e-01,4.061757326126098633e-01
1.009909510612487793e-01,3.104561269283294678e-01
6.638895273208618164e-01,3.521184325218200684e-01
8.676477670669555664e-01,3.421140909194946289e-01
1.710855960845947266e-02,3.548641204833984375e-01
4.656861126422882080e-01,5.984488725662231445e-01
7.703236341476440430e-01,5.822730660438537598e-01
9.442207217216491699e-02,3.457128405570983887e-01
6.506585478782653809e-01,8.107142448425292969e-01
5.742422342300415039e-01,5.769518017768859863e-01
3.483895063400268555e-01,9.084462523460388184e-01
4.704666435718536377e-01,3.363264501094818115e-01
2.402280718088150024e-01,6.399808526039123535e-01
7.146569490432739258e-01,5.738196372985839844e-01
5.395524501800537109e-01,4.083452522754669189e-01
3.873525559902191162e-01,2.003014385700225830e-01
2.942949533462524414e-03,5.089809894561767578e-01
6.030298471450805664e-01,7.556543350219726562e-01
8.087823390960693359e-01,6.674315333366394043e-01
4.443197846412658691e-01,2.130621671676635742e-01
9.954110383987426758e-01,4.573254883289337158e-01
1.573188900947570801e-01,3.476821184158325195e-01
4.892538785934448242e-01,4.446507692337036133e-01
3.277162015438079834e-01,6.923745274543762207e-01
1.383888423442840576e-01,2.503895759582519531e-01
4.349555671215057373e-01,2.856912016868591309e-01
2.865421772003173828e-02,3.067764639854431152e-01
6.952743530273437500e-01,5.189716219902038574e-01
6.429912447929382324e-01,3.054891228675842285e-01
6.901826858520507812e-01,1.821368336677551270e-01
6.666710376739501953e-01,3.621912598609924316e-01
1.976310312747955322e-01,3.756200373172760010e-01
9.211974143981933594e-01,5.675191283226013184e-01
4.756557047367095947e-01,7.791903614997863770e-02
1.281140744686126709e-01,1.853200197219848633e-01
7.799853086471557617e-01,7.750867605209350586e-01
1.322674751281738281e-02,3.769110441207885742e-01
5.783411264419555664e-01,1.322817802429199219e-02
2.894548773765563965e-01,6.511697173118591309e-01
8.323999047279357910e-01,4.454014003276824951e-01
7.279198169708251953e-01,9.493283033370971680e-01
1.133803427219390869e-01,5.576041936874389648e-01
6.843043565750122070e-01,4.119560122489929199e-01
4.461208581924438477e-01,6.540771126747131348e-01
7.650617361068725586e-01,3.963689208030700684e-01
2.695206999778747559e-01,7.952188253402709961e-01
3.842941224575042725e-01,2.901044487953186035e-01
8.941495418548583984e-01,6.554369926452636719e-01
6.714878082275390625e-01,2.149264812469482422e-01
3.289282321929931641e-02,7.405447959899902344e-01
4.373936057090759277e-01,3.851384222507476807e-01
4.899733662605285645e-01,4.977432191371917725e-01
2.633772492408752441e-01,3.083853721618652344e-01
6.853567361831665039e-01,8.913210630416870117e-01
5.195769667625427246e-01,2.072001397609710693e-01
7.492198944091796875e-01,6.251406669616699219e-01
7.369135022163391113e-01,5.302498340606689453e-01
4.250889122486114502e-01,7.105422616004943848e-01
4.500005245208740234e-01,3.310008943080902100e-01
4.942288994789123535e-02,2.678516507148742676e-01
7.636868953704833984e-01,9.282301664352416992e-01
4.134128689765930176e-01,4.802675545215606689e-01
1.284244358539581299e-01,8.469662666320800781e-01
1.072656810283660889e-01,5.515393614768981934e-01
3.863345980644226074e-01,2.917929887771606445e-01
3.765259385108947754e-01,6.867611408233642578e-01
2.854657173156738281e-01,4.282418191432952881e-01
8.408436775207519531e-01,2.527278363704681396e-01
6.461784839630126953e-01,7.595807909965515137e-01
5.923702716827392578e-01,4.787531495094299316e-01
3.317854106426239014e-01,9.807614684104919434e-01
8.588422536849975586e-01,5.463084578514099121e-01
6.290103197097778320e-01,3.025562763214111328e-01
8.247107267379760742e-01,1.339366137981414795e-01
1.828919053077697754e-01,4.087549448013305664e-01
2.553596496582031250e-01,9.450775384902954102e-01
6.968824267387390137e-01,5.161697864532470703e-01
6.196846961975097656e-01,2.152119874954223633e-01
4.061402678489685059e-01,3.841888904571533203e-02
4.352731704711914062e-01,8.680379390716552734e-01
5.704019665718078613e-01,6.574924588203430176e-01
6.368649005889892578e-01,6.553004980087280273e-01
3.817722797393798828e-01,9.215416312217712402e-01
6.273627877235412598e-01,1.817159056663513184e-01
2.372526824474334717e-01,5.850542187690734863e-01
3.874040842056274414e-01,1.900726556777954102e-01
7.708978652954101562e-01,5.798000097274780273e-01
4.497904181480407715e-01,5.363345742225646973e-01
4.937489628791809082e-01,6.658023595809936523e-01
9.960044622421264648e-01,5.705415606498718262e-01
3.675039112567901611e-01,4.846312105655670166e-01
5.477948784828186035e-01,1.506641805171966553e-01
5.038046836853027344e-01,7.128726840019226074e-01
6.483212709426879883e-01,8.230543136596679688e-01
8.910402655601501465e-01,2.598643898963928223e-01
9.557961225509643555e-01,6.972599029541015625e-01
6.738135218620300293e-01,5.506889820098876953e-01
2.800523340702056885e-01,1.336852610111236572e-01
1.945298016071319580e-01,2.204091846942901611e-01
4.942595958709716797e-03,4.267126917839050293e-01
1.778623461723327637e-02,3.513011336326599121e-01
4.266166090965270996e-01,8.829826116561889648e-01
5.580862164497375488e-01,4.450557231903076172e-01
5.237056016921997070e-01,4.865230321884155273e-01
1.193702220916748047e-03,4.979434013366699219e-01
6.507306694984436035e-01,4.259385168552398682e-01
2.747031450271606445e-01,3.203385770320892334e-01
2.402166128158569336e-01,3.426634669303894043e-01
4.477579891681671143e-01,7.945793867111206055e-01
5.913324356079101562e-01,9.208109974861145020e-02
1.301191747188568115e-01,7.348149418830871582e-01
2.947453260421752930e-01,1.166903376579284668e-01
5.859789252281188965e-01,6.919962763786315918e-01
8.789017200469970703e-01,8.067693710327148438e-01
5.337132811546325684e-01,8.517898321151733398e-01
4.758720397949218750e-01,3.876805901527404785e-01
4.886888265609741211e-01,4.994888901710510254e-01
4.474292695522308350e-01,2.248344719409942627e-01
3.279982209205627441e-01,3.070239424705505371e-01
5.855326056480407715e-01,7.856805324554443359e-01
8.323596715927124023e-01,2.544310390949249268e-01
7.190805673599243164e-01,1.461500823497772217e-01
1.161363720893859863e-01,8.345873355865478516e-01
2.614843845367431641e-01,3.970924615859985352e-01
9.993861913681030273e-01,5.441610813140869141e-01
4.786888360977172852e-01,7.492171525955200195e-01
9.353282451629638672e-01,7.333502769470214844e-01
4.879572689533233643e-01,4.923678338527679443e-01
4.175939857959747314e-01,5.391887426376342773e-01
8.302103281021118164e-01,6.377315521240234375e-01
9.260344505310058594e-01,4.003192186355590820e-01
5.824530720710754395e-01,8.076336383819580078e-01
8.286424279212951660e-01,4.359688460826873779e-01
2.763439416885375977e-01,5.648839473724365234e-01
7.356334924697875977e-01,7.218112349510192871e-01
6.289423704147338867e-01,6.199605464935302734e-01
2.692744731903076172e-01,6.772284507751464844e-01
4.039058685302734375e-01,5.723125934600830078e-01
7.500752806663513184e-02,6.738587021827697754e-01
5.039055943489074707e-01,2.544165551662445068e-01
5.897833704948425293e-01,4.950911402702331543e-01
1.028650403022766113e-01,3.080746531486511230e-01
5.289223194122314453e-01,2.641944289207458496e-01
4.762274622917175293e-01,4.510307908058166504e-01
2.561292648315429688e-01,5.469658970832824707e-01
5.298227667808532715e-01,5.009962320327758789e-01
3.083332777023315430e-01,5.895335674285888672e-01
6.159648895263671875e-01,2.303633689880371094e-01
3.281475305557250977e-01,2.939679622650146484e-01
6.932181715965270996e-01,1.774249970912933350e-01
4.097231030464172363e-01,8.318823575973510742e-01
2.051580548286437988e-01,9.132162332534790039e-01
2.251576781272888184e-01,9.271090030670166016e-01
2.392648160457611084e-01,6.265893578529357910e-01
3.731061220169067383e-01,9.912359714508056641e-01
1.638425886631011963e-01,2.789292931556701660e-01
4.943207502365112305e-01,4.436415731906890869e-01
6.207071542739868164e-01,9.086253643035888672e-01
7.402695417404174805e-01,7.412772178649902344e-01
8.883872032165527344e-01,6.667867898941040039e-01
1.541595160961151123e-01,5.320861339569091797e-01
4.059875011444091797e-01,3.868350386619567871e-02
6.977715492248535156e-01,7.867488861083984375e-01
8.068394660949707031e-01,6.657322049140930176e-01
2.384808659553527832e-01,5.786552429199218750e-01
5.113940238952636719e-01,3.882421553134918213e-01
8.011872768402099609e-01,3.804181814193725586e-01
1.939612627029418945e-01,6.375398635864257812e-01
3.758600354194641113e-02,7.469269633293151855e-01
3.433543145656585693e-01,2.708013057708740234e-01
4.375131726264953613e-01,3.866659402847290039e-01
6.539663076400756836e-01,3.076647222042083740e-01
3.541340827941894531e-01,1.493250131607055664e-01
5.325933098793029785e-01,5.706861019134521484e-01
7.183727622032165527e-01,1.468305587768554688e-01
2.959550321102142334e-01,7.654995918273925781e-01
6.618747711181640625e-01,3.094528019428253174e-01
6.566283702850341797e-01,4.343126714229583740e-01
7.863308787345886230e-01,8.468351960182189941e-01
4.700547754764556885e-01,7.957946062088012695e-01
6.653609275817871094e-01,3.582718074321746826e-01
7.196695208549499512e-01,8.372290730476379395e-01
9.371982812881469727e-01,3.399196267127990723e-01
2.468329221010208130e-01,9.402761459350585938e-01
6.478520035743713379e-01,1.110985875129699707e-01
7.808223962783813477e-01,1.159011721611022949e-01
8.314125537872314453e-01,4.425433874130249023e-01
5.138731598854064941e-01,5.407039523124694824e-01
7.405055761337280273e-01,4.592266380786895752e-01
6.326363086700439453e-01,4.010818004608154297e-01
4.055278897285461426e-01,9.195126295089721680e-01
4.389639794826507568e-01,5.912825465202331543e-02
7.828617095947265625e-01,6.414641141891479492e-01
3.580995798110961914e-01,9.881414175033569336e-01
8.750173449516296387e-01,2.528925836086273193e-01
5.996400117874145508e-01,2.799002230167388916e-01
8.353245258331298828e-01,3.494266569614410400e-01
3.986847996711730957e-01,3.776919245719909668e-01
8.304896354675292969e-01,5.734241604804992676e-01
4.710476994514465332e-01,5.851947665214538574e-01
1.832470893859863281e-01,2.359063327312469482e-01
4.697001278400421143e-01,5.885387063026428223e-01
3.438823223114013672e-01,7.333965301513671875e-01
4.990229904651641846e-01,1.480753421783447266e-01
1.876179277896881104e-01,3.876133263111114502e-01
6.915603876113891602e-01,5.242066383361816406e-01
2.267644405364990234e-01,4.211827814579010010e-01
7.191177606582641602e-01,5.686895847320556641e-01
6.763792634010314941e-01,5.061781406402587891e-02
4.131022691726684570e-01,4.597122967243194580e-01
5.245262980461120605e-01,4.887821972370147705e-01
5.461663007736206055e-01,7.459521293640136719e-03
7.833797931671142578e-01,2.878919243812561035e-01
1.298648715019226074e-01,7.345521450042724609e-01
7.917672395706176758e-03,5.269837975502014160e-01
5.763768553733825684e-01,8.918869495391845703e-02
2.372032701969146729e-01,5.854796171188354492e-01
3.978260755538940430e-01,3.788903355598449707e-01
3.326947689056396484e-01,7.099475264549255371e-01
4.657164812088012695e-01,4.594735503196716309e-01
2.892633080482482910e-01,6.523669958114624023e-01
7.995456457138061523e-01,6.589710116386413574e-01
3.805931210517883301e-01,3.964513540267944336e-01
8.062063455581665039e-01,3.901366591453552246e-01
7.136479616165161133e-01,3.602387905120849609e-01
6.996448636054992676e-01,7.976787686347961426e-01
4.333777427673339844e-01,8.705019950866699219e-01
4.607065021991729736e-01,4.655641615390777588e-01
1.100539267063140869e-01,2.996436357498168945e-01
4.589259624481201172e-01,9.978811740875244141e-01
3.700109720230102539e-01,4.652810990810394287e-01
3.548024296760559082e-01,6.014916896820068359e-01
6.065766811370849609e-01,8.511481285095214844e-01
4.132940769195556641e-01,2.625450491905212402e-01
6.606561541557312012e-01,2.137164771556854248e-01
3.543273210525512695e-01,6.028314828872680664e-01
4.391434192657470703e-01,7.405453920364379883e-01
5.677085518836975098e-01,5.423359870910644531e-01
2.946764528751373291e-01,1.169279515743255615e-01
4.658574163913726807e-01,9.960944652557373047e-01
4.255431890487670898e-01,2.776192426681518555e-01
5.904408693313598633e-01,4.668158292770385742e-01
1.944745182991027832e-01,7.982754707336425781e-01
9.059782028198242188e-01,6.203603744506835938e-01
8.005234003067016602e-01,8.667724132537841797e-01
5.836298465728759766e-01,4.188334345817565918e-01
6.124377250671386719e-05,4.777157008647918701e-01
3.208929002285003662e-01,5.979923009872436523e-01
5.271352529525756836e-01,6.448711156845092773e-01
4.075236916542053223e-01,5.759115219116210938e-01
6.545478105545043945e-01,7.566640377044677734e-01
1.355086565017700195e-01,6.481078267097473145e-01
3.306022882461547852e-01,6.675416231155395508e-01
6.728002429008483887e-02,4.586285352706909180e-01
1.764130592346191406e-02,3.520486950874328613e-01
3.027611970901489258e-01,2.482321858406066895e-01
8.093646764755249023e-01,6.679375171661376953e-01
3.469520211219787598e-01,9.075206518173217773e-01
7.046920657157897949e-01,4.316663742065429688e-01
6.655693054199218750e-02,4.771856963634490967e-01
4.543909728527069092e-01,4.784071147441864014e-01
1.247206032276153564e-01,4.089600145816802979e-01
2.598600983619689941e-01,3.977128863334655762e-01
5.111273527145385742e-01,2.579447031021118164e-01
7.306778430938720703e-01,1.361258625984191895e-01
8.672633767127990723e-02,6.843184828758239746e-01
7.958817481994628906e-02,4.324980080127716064e-01
8.261448144912719727e-02,5.178527235984802246e-01
1.987385451793670654e-01,3.745701313018798828e-01
5.758176445960998535e-01,2.024989724159240723e-01
9.636881947517395020e-02,6.955205202102661133e-01
7.883941531181335449e-01,6.472408771514892578e-01
6.991584300994873047e-01,2.347275316715240479e-01
5.853172540664672852e-01,4.150201678276062012e-01
5.827366113662719727e-01,4.209517836570739746e-01
4.584435820579528809e-01,9.979913830757141113e-01
2.909437417984008789e-01,6.365740299224853516e-01
3.406958281993865967e-01,3.547396659851074219e-01
9.319919347763061523e-01,5.227141380310058594e-01
8.311963677406311035e-01,6.363184452056884766e-01
3.310773968696594238e-01,6.656061410903930664e-01
5.951767563819885254e-01,9.285831451416015625e-02
8.406168222427368164e-01,6.209793090820312500e-01
5.553893446922302246e-01,9.251122474670410156e-01
