x,y
3.956661494281504821e-02,5.294411528983719029e-01
4.470667728054700252e-02,4.298302973250802683e-01
5.251533007700505407e-02,3.516221375253331116e-01
5.431840601779239219e-02,2.772274171668375198e-01
5.134855001093853455e-02,6.729275173848764391e-01
8.162562637242344599e-02,4.673659145035494733e-01
1.231479709203780332e-02,6.787286874036666529e-01
1.842071649518203097e-02,3.181401610094962695e-01
5.673495110201984964e-02,6.202472292904785967e-01
4.849520548954473764e-02,6.367804423378754519e-01
3.362928055599185423e-02,4.856130019948069476e-01
7.975193014462472751e-02,4.782877273053152689e-01
7.609964914785653789e-02,3.572473965429516785e-01
4.074361954508841366e-02,5.227949722777347485e-01
4.986481087276788821e-02,6.570837082790029759e-01
8.033853021563244767e-02,4.152958803004422328e-01
9.515428307727960555e-03,4.483283915195411806e-01
2.771667516853035598e-02,4.876392321552907028e-01
6.666102333456816464e-02,6.660145901120999579e-01
5.673495108659763753e-02,5.192533446992808610e-01
4.679270988819375643e-02,3.923111730091487503e-01
8.993837008366679930e-02,6.247284412020820410e-01
5.329833538548758853e-02,4.545822444976864718e-01
5.925897208554604251e-02,4.863504228931973539e-01
3.711987197387693616e-02,2.908912670097980602e-01
9.190408664236099368e-02,4.665805870265569699e-01
3.988452502524049426e-02,2.796349314911438233e-01
3.715482548333969015e-02,5.078390783734472169e-01
6.123372421693210749e-02,2.399140250674648422e-01
5.116141818331233770e-02,6.935743533282330286e-01
6.370044057158234796e-02,3.644489801341189716e-01
2.859479191849608956e-02,3.559892082243410472e-01
5.352018292978502623e-02,4.861021926629651158e-01
3.867018917174333548e-02,3.772071029327788705e-01
4.961752097418912349e-02,4.820744830418760007e-01
3.708824747526002358e-02,6.602349985316769976e-01
3.444081929321349961e-02,4.719927537798654371e-01
9.779291415742422111e-02,4.564902637346142100e-01
4.211322490515007066e-02,4.630290126220414915e-01
4.712964233662474828e-02,4.842231437653908843e-01
6.936409166357963840e-02,4.535523098502592942e-01
4.882809566984699923e-02,5.441659796962714513e-01
4.430078901847910727e-02,4.253875454498731168e-01
1.635061506256557662e-02,3.957151500577913428e-01
4.222545646962373722e-02,5.636685923274969978e-01
1.446122546228451045e-02,4.345987399557814657e-01
7.412133029335332690e-02,3.220243719756729073e-01
2.314157503367134106e-02,5.553818313054886824e-01
8.406380929268092439e-02,6.114333493217795068e-01
3.648904506467767761e-02,2.993295741316845393e-01
6.085969835572088010e-02,5.003795860115403116e-01
2.394907151620257607e-02,4.466227197828739892e-01
2.544660186537336943e-02,6.174323332781510576e-01
5.106630663981722579e-02,4.345431205647152795e-01
6.491786761415015150e-02,6.079438343344630846e-01
3.786816160302402395e-02,4.279355836426660953e-01
5.498489978319224397e-02,5.148298440530670872e-01
4.766464444643357667e-02,5.548879779344485508e-01
4.038005591166661523e-02,5.859109626903969970e-01
1.437132140725424501e-01,4.871857906983265707e-01
3.883187871304524807e-02,4.653232200979186550e-01
2.921301656021013660e-02,3.447446621564005387e-01
5.063212268067120159e-02,2.307940896937398234e-01
2.558926901801211740e-02,2.876744367549821657e-01
3.711345197184605371e-02,4.115585196725344286e-01
3.458348649991261486e-02,4.078880332375097173e-01
6.542195847924395236e-02,6.704666257212651415e-01
2.451826627426151040e-01,5.294308815665239587e-01
1.259342622044372362e-01,5.464527990857604989e-01
3.204733882524323646e-02,5.699249029822675006e-01
5.441779755228802473e-02,4.761866464622604989e-01
4.035366249100212632e-02,6.850342504558144530e-01
3.840696818365248177e-02,5.764048812648109310e-01
4.422779095755861173e-02,4.311967331514379165e-01
1.092429101184374252e-01,3.583861215921049226e-01
2.519622086290207452e-02,5.692843990056202230e-01
4.463677038139844677e-02,6.507509042140204869e-01
5.316827047049787341e-02,6.673530626237339503e-01
1.505134473653070293e-01,3.949847257562680847e-01
7.995499318359200469e-02,5.758989921296459036e-01
6.550422989970504373e-02,5.294981822324884568e-01
7.106825169943108145e-02,5.877902880021985688e-01
3.913314434359464744e-02,4.905723136736206413e-01
2.569698279289261283e-02,3.922656995293018478e-01
6.073296229074857944e-02,4.084192099883768301e-01
9.824493150960880716e-02,5.664630983840156508e-01
3.787767277681213657e-02,5.678886296048829552e-01
8.574395362047074198e-02,4.760974226967763512e-01
5.858938724908474560e-02,5.832511004992064763e-01
3.494443462686666613e-02,6.187984564546082922e-01
4.515774350759586830e-02,5.381413566412140970e-01
6.157303445944429382e-02,2.832979745374659686e-01
3.539526306167935232e-02,6.554801427732698249e-01
2.993467497096475097e-02,5.209376584453512260e-01
4.007474806148471347e-02,6.250383716712126780e-01
5.850735359919940343e-02,6.030773006807159664e-01
3.285887755817998301e-02,5.867972716973077763e-01
7.668339593737337478e-02,7.032017679898401319e-01
5.052417116331343883e-02,3.473366048551153051e-01
6.335803922678856503e-02,3.496721133697985318e-01
2.626456057871712213e-02,3.913580346912911567e-01
2.715218854062650955e-02,6.328574942815935467e-01
3.806456682413764114e-02,4.998967090096581023e-01
1.079779273977113790e-01,4.613103932604680768e-01
5.284536693295976278e-02,3.994413831910406665e-01
5.478849457392586525e-02,4.578968668582760748e-01
6.997779852065658113e-02,4.912974434026241011e-01
7.746830456461101244e-04,9.917358881886231270e-01
7.633124561740639580e-02,3.986293786921214499e-01
3.979559583551201679e-02,5.274416252801357174e-01
2.645811242940290103e-02,3.274413469895628426e-01
5.917313400250273636e-02,6.284204756564456540e-01
5.545593938050769750e-02,3.558192176518267247e-01
2.825548172083477624e-02,4.575338870643205214e-01
7.387094934467908214e-02,5.870920887244548414e-01
5.985793666613568875e-02,5.877590524968405727e-01
5.462680505102269352e-02,5.241686344352611826e-01
4.154112935606887880e-02,6.362195072384121408e-01
4.177724356110926185e-02,3.342566312178312238e-01
5.780329083074042806e-02,5.265683509427444564e-01
6.395082159948529965e-02,6.378831755596712227e-01
5.136662112843806693e-02,3.168479324000409991e-01
6.119900853914220923e-02,3.225309865156210654e-01
3.999865885719242065e-02,5.442232339765464832e-01
3.866709806478865752e-02,4.521240172444554450e-01
3.192678501062047591e-02,5.765170723751331661e-01
5.454144252477609311e-02,7.138023619078072146e-01
4.969361015828366313e-02,4.842400639049751487e-01
3.394623956045275670e-02,4.102564484468252948e-01
6.854874848242718810e-02,4.872037509572808567e-01
7.767326863376007584e-02,2.910503574499554991e-01
7.252417071521377601e-02,4.705033374632235921e-01
5.367569018049611618e-02,3.659619095304260661e-01
4.564186095538864951e-02,4.859041137596979976e-01
2.478319922149355842e-02,4.397818259919755723e-01
5.396411575332470123e-02,3.181178452188617722e-01
4.030301558436115428e-02,4.618968308264728706e-01
2.886419526915493666e-02,7.481079694302754657e-01
1.362355491875650304e-01,2.412945144787629892e-01
7.880081529206656166e-02,3.680494844216134487e-01
1.096899341057654270e-01,4.329249403369089255e-01
5.506431785173460797e-02,3.426867639285102185e-01
4.772480249167052047e-02,7.121706376818159878e-01
3.556955484216966362e-02,5.940410117684142843e-01
4.793713882769556900e-02,4.519217653737721552e-01
5.346953608648238876e-02,6.227424211308771884e-01
4.443418287690973495e-02,4.343909608545908352e-01
4.606986265783715589e-02,6.453656168697226025e-01
2.346828294130506865e-02,3.376008758339601457e-01
3.536030955425917277e-02,4.055148748585520879e-01
7.254247966764612587e-02,4.019773967194456565e-01
1.050125885488693150e-02,5.760583612130237841e-01
3.978608465114139014e-02,3.426853867239956775e-01
6.677777196976354690e-03,5.314131935080478319e-01
6.075674020539573172e-02,6.385750804324287211e-01
4.202762454907994771e-02,3.601633822776995064e-01
4.682124332450558757e-02,3.189446042865567987e-01
5.708686357852976040e-02,4.947662659992974055e-01
4.487787794524000784e-02,4.077994941390638006e-01
7.408661461755747246e-02,4.968294412203840826e-01
7.077031497130317761e-02,5.665426008769156585e-01
5.036581056767119868e-02,4.665328011009704512e-01
5.374845047867793379e-02,3.754977873992462745e-01
3.490306113711559577e-02,6.794895847040779424e-01
7.648651511767773359e-02,4.000530934430478469e-01
8.319520364510804566e-02,5.195827845358043096e-01
4.380502043702344528e-02,5.760194275038968970e-01
5.665577077501784270e-02,4.951646551770926274e-01
4.429127787849265752e-02,4.730711387575385340e-01
5.294000284960351244e-02,3.196384572722493211e-01
2.846163589260045090e-02,6.158387088697527822e-01
6.452791055145659649e-02,7.654023187104874726e-01
4.790194761523071387e-02,6.520987528312438553e-01
6.631600638375538537e-02,4.117374194637803964e-01
6.936575613588383260e-02,5.722830719353579898e-01
3.737667304461107787e-02,6.021741247770038274e-01
5.515300930431897564e-02,3.404722099095698340e-01
2.441939775537427249e-02,1.252561268436539477e-01
4.450694319280838057e-02,5.936713387137811937e-01
5.812048761737628050e-02,4.797567894848202008e-01
6.113243053593676868e-02,4.936377350778520245e-01
2.661647304938294378e-02,3.028143899691608798e-01
5.177964274589325760e-02,3.159876227067597299e-01
3.204733878762594523e-02,3.962995971158068120e-01
4.770578013396663264e-02,4.012911483829766368e-01
1.669634533708243274e-02,5.103802969548447699e-01
5.327622199092828248e-02,6.059965035912168174e-01
4.038528703584831625e-02,5.157318158385130191e-01
6.279355258488471259e-02,4.337443983585739238e-01
7.002844540640933146e-02,5.422098877685563867e-01
2.015507447562436827e-02,6.938448558318394133e-01
9.407904846487086248e-02,2.738468840107755042e-01
5.063830497759030935e-02,5.344119381823624337e-01
5.073983645697677236e-02,3.640156434166458288e-01
3.433310556541188663e-02,6.467827218406869694e-01
5.416694104145218513e-02,6.095763784242189676e-01
3.802652222230548662e-02,4.679740660158489551e-01
7.138544848521349850e-02,5.321197049504046150e-01
4.183740161519840239e-02,5.284904040734362818e-01
1.651230463219909017e-02,5.939404214117767200e-01
5.949698803294205252e-03,5.813232965888459614e-01
4.414219064772705731e-02,5.700632612110498876e-01
5.189710544039802947e-02,3.607099197339797003e-01
7.875967960834251436e-02,5.634462352204363533e-01
9.748713076483639384e-02,5.798078048614339064e-01
3.198385184778748669e-02,2.781559064774734580e-01
6.280948378650008657e-02,5.963529662802514730e-01
1.258015816714135870e-01,4.478942900674023342e-01
3.391152390076289380e-02,5.553382095527708007e-01
4.801964807095857046e-02,6.087905937177446880e-01
4.103275844384472737e-02,4.671212846680400932e-01
8.694140672896512323e-03,6.555288899024769300e-01
1.035932879917559890e-01,4.508261880490903595e-01
4.911985014381153175e-02,5.425929409126605263e-01
2.860739420220175661e-02,4.260168621061754535e-01
6.374466742773461647e-02,4.554176227702804169e-01
6.609249436558814472e-02,2.335279022668561022e-01
1.010759247925969440e-01,4.313264247886181568e-01
5.294951407635813123e-02,7.391049087565668696e-01
5.610412415223206550e-02,4.018080150196242095e-01
5.732535561066489510e-02,4.589767869553288970e-01
3.923776697331587959e-02,4.932026798876968376e-01
1.153797403251593384e-02,6.479970275263535751e-01
5.269271298334097381e-02,2.826827138550044305e-01
3.963699744265484354e-02,5.754133980132672965e-01
5.600901266463684941e-02,3.418048730089997544e-01
6.053941041947166757e-02,4.202404457062738907e-01
5.713655931284265799e-02,3.639390497334189511e-01
2.342690948294973846e-02,4.911835780178596123e-01
7.776742901265738805e-02,3.349635752576665126e-01
4.271242721260073982e-02,2.751609675858694981e-01
5.407515845775284768e-02,6.042744799492774099e-01
8.003512458573043553e-02,4.657042061400633592e-01
5.002531148677488715e-02,6.369041646252928679e-01
3.885732104529777964e-02,5.427853393619144207e-01
7.264710234184543203e-02,6.429169490243212826e-01
4.819084875218990899e-02,6.852293855355561236e-01
2.375927663610837570e-01,6.312168288909866254e-01
7.495522028582657370e-02,6.974844487136097060e-01
3.642555814371394030e-02,3.053163862669038831e-01
3.584537815869875965e-02,6.084864090879609222e-01
4.465983481934844568e-02,1.338687186976191268e-01
4.442443395424725688e-02,4.097125250723752110e-01
3.930743616015859587e-02,5.535834180158420992e-01
7.616004497944736662e-02,5.595818912526167033e-01
4.711632669764542064e-02,3.012080595410304151e-01
4.483983339657215267e-02,6.613910072556643538e-01
4.947794487563263177e-02,5.057595360226024850e-01
3.425012076347390411e-02,4.474415328002673276e-01
6.665507887188905356e-02,6.730000763647469020e-01
4.074361955198653462e-02,5.740339522244087833e-01
6.828481413549059020e-02,6.291720479308443581e-01
8.907285554038352204e-02,4.082638185565395927e-01
3.654278311453658390e-02,6.483723603968419846e-01
1.471193941237837755e-01,6.652194707779115479e-01
1.675842942986818240e-01,6.183592865756524226e-01
5.095550177670213343e-02,5.275925427762431230e-01
1.829088937942281029e-02,6.238945474715539286e-01
5.074625656292855447e-02,6.939869075508792173e-01
5.041146408775422361e-02,5.019467802206754037e-01
6.234652862684356839e-02,5.248820688195005024e-01
7.371877095689842452e-02,5.036181763112441701e-01
4.798421903687705159e-02,6.093373089377948082e-01
6.425826947896730312e-02,6.396390176263939686e-01
9.707506023844564291e-02,4.922205114645057389e-01
6.558673910974507915e-02,5.784759430958439363e-01
5.400525148900647138e-02,4.425169977791114095e-01
1.497791861130051694e-02,5.626227619650456813e-01
2.080478105757557206e-01,4.735844672405511435e-01
5.072081420569653915e-02,6.133266177903491378e-01
7.819447962309630795e-02,6.171625801586695381e-01
4.147906909546905663e-02,5.457318335919307817e-01
4.865047495359680479e-02,4.502816499501485770e-01
7.354757032715178444e-02,6.968008502395370840e-01
2.671467570573945322e-02,5.549147532680535067e-01
4.330520960915665990e-02,6.723977719863533098e-01
2.527849230617020687e-02,6.161989164540135899e-01
5.282444238135660525e-02,2.568050378308244230e-01
6.098025217880893856e-02,6.086494934909864041e-01
1.792946574997237447e-02,6.663709853939182581e-01
9.081030456191510614e-02,3.835874278039469454e-01
2.933024154405248357e-02,7.192907604356283402e-01
9.204651498178291480e-03,3.024908545228844892e-01
3.558572376623434647e-02,4.406093424218803234e-01
2.907819602798492747e-02,3.265521481588943287e-01
7.662561568814402202e-02,5.030036522145130418e-01
4.342005665839846623e-02,2.967064023681844076e-01
4.717624698424226909e-02,6.013241930219446196e-01
4.313733781597765826e-02,5.213848040975598286e-01
5.614525990672777217e-02,5.692550540603001918e-01
6.241952664353347252e-02,2.658770653553245156e-01
6.448154368545136461e-02,6.513640692390654241e-01
1.160654946532358733e-01,4.848058127449743071e-01
9.943382504266101707e-02,5.152731011029608732e-01
1.000900942955708917e-01,6.066562095755428929e-01
6.070109998451536648e-02,6.209413836128395703e-01
1.050104491408396234e-01,6.248162143380535660e-01
4.367067545269797540e-02,4.727056971051088463e-01
7.641684597247512534e-02,4.843559582664826446e-01
5.437689962064656130e-02,4.923963049242954249e-01
2.504071354983521125e-02,3.554325696330662421e-01
7.009193233689972602e-02,6.354358463625826570e-01
5.476305224893383145e-02,5.142695111738294633e-01
5.732464231277902000e-02,6.677297724548351132e-01
5.258190815938308671e-02,5.881424691308980712e-01
7.078933723637342856e-02,3.904733339340442089e-01
6.050778586291712807e-02,4.995467890976988401e-01
3.840482817381743463e-02,5.900445974649566327e-01
2.733290032843309000e-02,4.781471833591683374e-01
5.451076905617637663e-02,6.136237800900665729e-01
9.427545367010486954e-02,2.344186370330754166e-01
6.259381848766767953e-02,5.234129872364837732e-01
5.064472497733500667e-02,3.769732925632635068e-01
2.834750208917482736e-02,4.574611895241758042e-01
6.721314546804495194e-02,4.942105540676887676e-01
3.847996625635367873e-02,6.425548407130139417e-01
6.426373834219406556e-02,4.123845962454090186e-01
4.056908998857482185e-02,6.099718603210128043e-01
2.826689510196024949e-02,4.664531528341904765e-01
4.944941143288033442e-02,5.407238699979085572e-01
5.220669331324967466e-02,3.501746673400831789e-01
4.083873100469936901e-02,3.973226954296702473e-01
4.792144541151115156e-02,3.458154380877300760e-01
5.241855418989480736e-02,6.091355240261654425e-01
4.846667203292897436e-02,5.638881219983639115e-01
1.008065215293878214e-01,4.996373722460564215e-01
6.866835116531595784e-02,4.908716452904425265e-01
6.396342385296539812e-02,5.375757540922605493e-01
2.664999991517049902e-02,6.659097238986961820e-01
4.633617478295647824e-02,4.922397028979986211e-01
5.955976215242238248e-02,5.247524448340978864e-01
4.956045410560559056e-02,6.256615883757801200e-01
3.952310144669965442e-02,6.226612613070086066e-01
3.718003006323154780e-02,6.510217188766805885e-01
7.105255827832890336e-02,4.054573268165845290e-01
1.045674673615078903e-01,4.271676674879031355e-01
4.814329293361859635e-02,2.556787727650304820e-01
5.636401630055178080e-02,5.349751680074174010e-01
5.334922001545534809e-02,3.785368822575594372e-01
6.509525050627366916e-02,5.243394863004389173e-01
4.923707504045291006e-02,4.855118246533731141e-01
4.613644068444885254e-02,5.709377337474558223e-01
3.572173320600888907e-02,5.342382111357245611e-01
4.612050952216695254e-02,6.498489230251667248e-01
8.380700827393723629e-02,5.438418378165238432e-01
3.771598320154560813e-02,2.968345200267715756e-01
6.623658828788650532e-02,3.826493163128096286e-01
5.291479837047215196e-02,6.430032292861123100e-01
6.580549548526655468e-02,3.783918295486945471e-01
4.199600002369237306e-02,5.663573744556044121e-01
5.854016703426839080e-02,4.429650895515955256e-01
7.901006054775099041e-02,3.481544858895621042e-01
4.712560010616446970e-02,4.978485125148661150e-01
5.801586498702530209e-02,4.446145176034281277e-01
5.887495947696464588e-02,5.794770659701526938e-01
8.907927556908645794e-02,4.276797423409529619e-01
4.493708482618105626e-02,3.191528117640098916e-01
6.820230491550720309e-02,5.804912996912811041e-01
6.054202601870466854e-02,6.133391024048756579e-01
6.510785276103416008e-02,4.075196004272677031e-01
8.341300894216957529e-02,4.980804113139378764e-01
7.674331611214249560e-02,3.237303531065600648e-01
6.112601052501957788e-02,6.002833527414369597e-01
7.086233531860380852e-02,4.827177929440328308e-01
6.525384889827090529e-02,4.691684718339393934e-01
2.723778889894916747e-02,6.569759629177993610e-01
2.242514776569823343e-02,4.330826663191848502e-01
5.253744351635326881e-02,4.426827223688472590e-01
3.925845370537513201e-02,3.624891414025295799e-01
7.682249645996507004e-02,5.263692290878900781e-01
3.563613290256346933e-02,7.022288662891220667e-01
1.085041317181626719e-01,6.612846506500273946e-01
7.972030557345134716e-02,4.182666923741902854e-01
8.181275820627062489e-02,3.994787769739204797e-01
7.311005744665594053e-02,4.250652916888838506e-01
5.680699802961541867e-02,4.971779281053779753e-01
1.994582916861228211e-02,4.590868446822410909e-01
8.183820057221949384e-02,6.463184105944423941e-01
1.581180851821047811e-02,4.440270036556814848e-01
4.734744764969878172e-02,5.876061747101827271e-01
3.653969187879320402e-02,2.312017839532520824e-02
1.087958862059031778e-01,6.790288978999978742e-01
5.672234883149631507e-02,5.952336993916863550e-01
8.336045934092116416e-03,6.109700690559228820e-01
8.729117967269628409e-02,4.313052689116405602e-01
6.978424660735549345e-02,2.531146360172639165e-01
5.212204412369923767e-02,5.253080815470356768e-01
4.647884204286838183e-02,6.662594576547788972e-01
4.477991308366222056e-02,2.330675731845161525e-01
4.306743087999850839e-02,5.637199538836880075e-01
1.425162360460477673e-01,4.626492243881072941e-01
1.781533196139795799e-02,6.209501262118526377e-01
4.107008973185249240e-02,6.101578918247603234e-01
4.547375140624378836e-02,4.656437723051780608e-01
8.292556263226448510e-02,7.352007175526951155e-01
3.127360691179276175e-02,6.642146782579334552e-01
4.442752512430000328e-02,6.706313767539369142e-01
6.693732217521347616e-02,5.553712979287902529e-01
7.076389493305723644e-02,4.867106966800973100e-01
3.979559581783377598e-02,4.398291114415014968e-01
5.973738286164963912e-02,6.056090765192103653e-01
3.140058071247901761e-02,4.853351227687412450e-01
7.696516366224155636e-02,3.838844024304109426e-01
3.065847330523208125e-02,1.904962701844539197e-01
6.559625022923444571e-02,3.747596800666067041e-01
2.924773231588119471e-02,6.674417856486661860e-01
6.422022486643054473e-02,5.241800337961114442e-01
9.032214485002085236e-02,2.323378654457631809e-01
3.105175935289439595e-02,5.276955941213373746e-01
3.172395976264910655e-02,5.031568157599897173e-01
6.632860867723647247e-02,5.341283207258918919e-01
4.981416400599190941e-02,7.141633551806276792e-01
8.996381242856710259e-02,7.125925280007072704e-01
7.099216248678691388e-02,4.353562870588862932e-01
2.066558536662473772e-02,7.071340162600493473e-01
4.649287096959117682e-02,5.883631053281029866e-01
4.646933089094057445e-02,6.582805816095411711e-01
1.084898649108731600e-01,1.814485501372573029e-01
6.119567966546917565e-02,4.707915375681808734e-01
6.211207883279610403e-02,5.999155145821173374e-01
6.900124132718747638e-02,2.993555674351024987e-01
4.148858023886937973e-02,5.027357926012696598e-01
8.289702912237253973e-02,3.913110159899851337e-01
6.831001868434757873e-02,6.511574477664783256e-01
4.157750949099191240e-02,5.822232795136512706e-01
5.117425819183774038e-02,5.095673168840666456e-01
